AnnualIncome,CreditScore,LoanAmount,MonthlyDebtPayments,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,RiskScore,LoanApproved
94859,497,40499,357,5119,4621,110286,3706,51.0,0
125428,451,15699,229,12036,295,48193,4351,44.0,1
95958,592,19805,242,13804,7162,20966,37298,55.0,0
175851,485,38188,121,5809,1695,54134,13054,50.0,0
122304,621,8013,425,424,589,7317,43348,44.0,1
88860,581,29986,328,10368,2844,120226,4510,40.0,1
44157,631,12490,667,645,1549,25654,3837,50.0,0
79527,545,16565,639,965,1222,19390,26138,44.0,1
53873,544,14111,387,1524,1029,83428,53620,40.0,1
19037,609,29696,352,1772,144,96252,63702,53.0,0
18855,446,28118,776,310,440,86672,5189,57.0,0
116264,540,14322,314,1365,1031,27271,37897,45.6,1
60921,565,17577,353,1546,400,134793,13224,40.8,1
98421,501,22788,263,2242,351,144827,24090,48.0,0
38143,572,13997,1002,1515,84,133116,4870,52.0,0
28135,602,24250,858,2894,7021,58232,48429,63.0,0
46040,628,39011,405,1563,3138,16381,22434,53.0,0
86513,634,9121,348,4286,1367,60155,19228,37.6,1
102408,619,17972,375,3362,875,85772,6379,34.4,1
47244,613,12978,291,585,16336,98251,15499,51.0,0
75637,614,27779,322,3541,1558,195553,16335,39.2,1
25868,451,27779,320,3983,185,24548,15644,61.0,0
110543,567,25771,895,1059,3046,230185,22343,40.8,1
110297,578,15281,589,819,1887,89052,8049,38.400000000000006,1
28921,531,59088,496,2054,322,66955,218271,68.0,0
52990,528,23536,267,517,638,30953,13731,49.0,0
21828,580,12691,371,18802,2124,46068,78185,53.0,0
64247,579,10398,279,8583,464,21844,24443,51.0,0
39322,638,22798,457,2396,4077,400244,31388,36.8,1
39450,639,51906,321,1665,317,30456,43838,52.0,0
15000,497,17267,529,3822,1461,40989,18507,52.0,0
79683,615,33913,303,369,505,38255,25311,57.0,0
50603,574,8255,312,2669,203,165251,21926,53.0,0
55526,586,21665,681,4558,2319,79866,36909,51.0,0
92394,550,25123,477,7850,1534,59189,17372,38.400000000000006,1
37185,643,13585,389,7517,2879,175013,33790,50.0,0
26086,532,31902,522,7455,2608,74120,28717,55.0,0
77528,593,17775,237,5019,667,65101,34404,52.0,0
107354,570,41355,267,775,117,122706,8673,52.0,0
71601,584,24527,238,2568,802,196140,24382,38.400000000000006,1
112298,620,21189,369,1338,959,78630,13049,36.8,1
58991,560,17735,471,17768,1992,181767,45801,51.0,0
65358,608,19664,240,3306,2090,108198,21996,53.0,0
96420,657,13233,469,3766,569,17195,32360,36.8,1
50434,605,13600,308,4395,2298,196214,9229,40.0,1
25135,543,28973,484,3344,1100,30316,41331,54.0,0
48595,594,57296,576,2126,1539,13767,60121,59.0,0
72361,617,24493,324,8395,3014,116152,17152,44.0,0
28178,619,26717,585,6360,892,34788,15010,55.0,0
19771,568,18517,360,2713,1832,10163,19638,51.0,0
39497,583,23198,494,3381,379,24278,24867,52.0,0
117156,594,37370,632,567,4525,256133,15580,36.0,1
66030,543,28929,324,1604,3558,115318,322915,63.0,0
41564,561,9347,646,1374,842,48195,28968,50.0,0
29971,633,31772,469,1354,1133,124313,33518,52.0,0
55662,557,24755,970,4079,1729,79076,29668,53.0,0
56205,610,19888,191,1110,1198,23789,36342,48.0,0
54009,479,60781,150,621,1668,172786,90415,47.0,0
176993,580,22339,725,1483,1301,5946,5664,40.0,1
53034,601,26514,465,4086,487,181127,35105,44.0,0
33379,614,11385,250,18029,831,374119,43523,37.6,1
18424,519,16894,373,1062,1203,60059,58862,54.0,0
38001,641,8294,565,401,2672,87621,13176,49.0,0
46748,611,16855,1055,1905,2832,25638,30441,50.0,0
86584,641,32126,374,4036,305,143413,16891,43.0,0
35805,557,19534,213,7599,1192,9426,5263,51.0,0
25568,555,17443,840,834,987,19672,10666,58.0,0
69701,623,39820,543,4929,1802,205213,65486,52.0,0
35894,502,26463,769,5584,2554,41545,18144,55.0,0
92544,550,19389,629,2718,1706,37069,51432,53.0,0
31895,635,31335,968,1696,937,54419,9056,49.0,0
28233,574,20113,258,9920,196,50562,8526,54.0,0
26987,552,47579,461,1300,1035,42573,5967,54.0,0
86879,666,32056,621,19166,4017,29724,63433,49.0,0
42530,580,54783,598,2415,108,39586,34496,61.0,0
22154,612,20815,275,1236,11182,18106,41189,49.0,0
24891,466,20371,372,415,1315,120505,17496,51.0,0
32704,613,20539,754,1746,2053,68309,36938,53.0,0
15926,504,36613,884,3036,1375,74392,38345,59.0,0
42696,652,27837,915,7831,3083,31498,37145,58.0,0
56482,562,9505,244,2299,4161,45881,95346,55.0,0
24713,628,21867,645,3282,2585,28394,27993,54.0,0
97756,588,106688,492,1533,598,18533,102951,56.0,0
107139,604,11453,220,18097,468,31561,102472,47.2,1
101207,616,72225,434,28836,1885,63645,15445,60.0,0
96534,644,45331,335,8070,1552,103947,8874,57.0,0
58613,442,35941,636,1457,1076,69034,7545,62.0,0
44424,487,19526,464,3623,4642,131918,39552,57.0,0
62216,596,16673,285,18487,2339,104830,26725,39.2,1
36111,628,15084,335,1064,401,98234,8918,49.0,0
57106,613,30023,321,5687,5541,324320,29022,41.0,0
52614,611,23693,278,8036,573,121713,48710,50.0,0
58951,525,20666,192,7856,1055,127049,31393,49.0,0
18002,429,12939,390,1358,1034,43770,4493,58.0,0
70053,545,44134,434,3462,2207,51679,139986,53.0,0
68731,581,17013,876,759,357,36110,22628,57.0,0
32166,457,21413,182,4971,1881,151065,6017,70.0,0
43092,560,22269,341,2147,786,49637,4850,53.0,0
17751,619,33522,610,3426,3865,52886,30016,52.0,0
73686,615,14002,407,4038,466,114397,10806,37.6,1
19157,599,35387,400,4003,1314,37159,13473,63.0,0
29772,501,12015,303,5992,4497,536666,17295,39.2,1
41149,525,17918,270,2092,726,14182,141353,56.0,0
45566,655,11595,273,323,3180,53235,10537,36.0,1
35463,549,20246,497,790,1103,39728,74183,67.0,0
67656,579,12648,541,2804,1403,138388,13265,40.0,1
38423,539,20414,628,17473,382,67581,6354,58.0,0
57317,644,17430,129,10484,799,44445,24389,43.2,1
24247,663,15083,399,3170,3532,139733,13278,45.0,0
39985,605,34158,304,2639,277,17097,19743,50.0,0
15049,569,20620,470,3111,306,46358,32994,66.0,0
48779,642,19699,227,3317,3121,77853,26192,46.0,0
150918,579,34428,234,2938,3110,249050,8997,37.6,1
80662,611,23404,564,14609,836,104937,105263,42.400000000000006,1
19940,609,20108,784,1746,895,41969,133484,69.0,0
39239,579,11666,489,1731,716,131731,13179,50.0,0
40020,504,18793,315,3209,458,66455,11730,57.0,0
73570,492,23908,283,1154,1348,136570,22297,46.0,0
96716,607,24517,304,3324,1450,37695,17594,36.8,1
136028,561,24439,592,4754,7278,193816,6893,41.6,1
24451,609,7761,623,1832,1520,63082,5419,50.0,0
58183,637,26716,975,3819,526,191731,63194,45.0,0
15670,624,26628,447,2100,1832,217648,7612,48.0,0
61914,586,10829,178,1388,1498,103220,12008,48.8,1
79909,528,27492,346,2329,636,463444,25048,39.2,1
49329,493,34318,807,1337,418,43633,7432,54.0,0
60984,489,9997,266,539,4827,236893,384044,44.8,1
24711,597,18139,244,13326,789,31680,38894,60.0,0
25348,512,21680,265,15560,4190,58875,63201,61.0,0
32419,486,47658,204,3588,2524,36762,60744,58.0,0
55964,619,50210,588,5489,942,150859,23284,50.0,0
125691,582,9904,349,3502,810,101867,8973,44.8,1
21803,595,27549,488,3122,22023,25145,220549,53.0,0
43934,557,15898,325,589,854,66861,50125,47.2,1
45016,617,19882,442,7489,1607,26911,6262,52.0,0
300000,609,50237,190,4631,2818,138986,18594,33.6,1
33211,492,13293,571,990,9641,18681,86489,55.0,0
64538,508,18774,673,8508,817,13135,98678,52.0,0
50076,520,22037,522,2377,775,28072,29998,40.8,1
41017,557,7921,911,3924,209,60180,14324,52.0,0
18638,592,42895,183,2794,2730,44747,83162,53.0,0
35096,531,14753,556,547,195,38498,12992,57.0,0
72476,463,15564,248,1683,343,25634,27229,60.0,0
25038,547,7188,253,9452,1321,44449,46113,69.0,0
68474,550,17664,668,9905,208,64087,32860,40.8,1
34897,612,49839,291,2719,271,105783,55093,45.0,0
44575,601,7968,164,12454,1806,66865,55101,39.2,1
15000,588,19985,172,1646,755,49235,7797,61.0,0
146209,556,29361,404,2517,2884,231326,28797,36.0,1
74378,613,21691,251,861,439,101576,38030,49.0,0
32693,600,28825,419,1770,1608,10778,26533,62.0,0
92636,552,21972,894,1058,3043,13680,28042,39.2,1
47109,521,24741,447,5291,94,39472,28379,56.0,0
46155,587,13736,270,3797,1409,261068,117872,51.0,0
169445,544,20328,379,2252,2005,42006,11473,40.0,1
126929,613,87613,672,245,285,16752,116209,51.0,0
24283,520,40476,323,3821,1295,108376,52933,55.0,0
65440,623,46945,289,4502,449,29540,29183,56.0,0
85739,554,10207,769,14303,6629,341232,3367,40.8,1
20471,580,51847,333,2877,890,25560,41390,52.0,0
39080,615,16548,745,508,268,91046,25823,49.0,0
45999,554,34178,913,860,2194,89393,26625,53.0,0
58523,589,19393,1059,5084,1075,58491,33792,53.0,0
85263,617,27537,842,1176,5717,68201,27702,48.0,0
102560,595,18562,486,1352,1779,9500,9259,41.6,1
49033,598,10481,536,3057,347,97432,112279,59.0,0
29162,585,68840,185,3535,4075,45031,19658,53.0,0
32650,514,11749,412,2621,1254,79169,18931,51.0,0
26711,625,39587,578,3002,1066,92739,30105,50.0,0
35028,535,24497,347,1898,4407,82423,12574,62.0,0
73168,597,47663,1017,771,1091,112563,40878,53.0,0
20776,623,26900,908,1901,2317,78163,54782,49.0,0
33873,596,16650,231,1254,3152,65331,35792,58.0,0
90053,500,31896,246,1443,971,78839,11211,53.0,0
69714,568,33337,321,2336,807,10646,9851,53.0,0
23402,497,11040,238,5568,740,51922,22133,52.0,0
27180,506,32662,158,925,1704,26208,17416,63.0,0
136149,573,37288,448,2113,1240,53436,110380,39.2,1
58306,575,16398,258,567,757,203568,42713,48.0,0
22106,514,29669,303,1822,724,78125,13538,59.0,0
40162,577,42963,720,3557,1865,77479,75547,52.0,0
122487,593,26627,412,1130,920,86664,29706,39.2,1
34338,608,32301,376,2385,544,49416,28109,48.0,0
28091,472,12659,427,3146,2848,20640,55202,55.0,0
58142,504,23081,238,711,1116,64235,121010,59.0,0
19556,606,43622,198,3199,1338,17585,8667,56.0,0
35169,544,39393,313,15263,2220,20384,24682,55.0,0
27370,473,15225,256,3263,1197,14682,8646,54.0,0
15000,600,36161,270,3089,758,146178,34790,47.0,0
77575,671,13922,259,701,728,30596,4981,42.400000000000006,1
69850,580,17276,1254,6423,1510,25683,57851,52.0,0
134785,501,10365,635,1848,8839,128472,5363,44.0,1
55586,553,8500,648,5311,812,21004,41244,63.0,0
21853,573,19363,285,1932,363,82396,118890,53.0,0
41673,638,31572,448,3965,787,24912,9236,48.0,0
140311,601,30837,974,431,2772,49667,48828,42.400000000000006,1
67164,529,35977,168,18337,2507,21109,7584,52.0,0
121602,574,24609,1067,2643,2003,14216,38786,38.400000000000006,1
35910,586,22276,308,2292,1078,80657,33364,53.0,0
47275,625,21531,481,1379,3511,17852,22149,50.0,0
41327,453,30358,355,2583,304,80622,5414,56.0,0
77055,569,34777,575,23112,3547,52583,21900,50.0,0
29165,602,14874,335,7965,2216,275363,18918,54.0,0
55811,559,30748,922,6993,12655,19648,16047,51.0,0
49164,545,35266,312,3161,2255,33509,10041,57.0,0
22529,569,22341,795,3582,2327,291881,17633,50.0,0
53747,561,18214,591,2583,716,185951,10171,39.2,1
73085,485,25849,422,1231,737,18826,29801,52.0,0
61398,570,12307,296,32875,1166,115183,46784,42.400000000000006,1
46806,626,32835,476,12188,10348,28685,24619,50.0,0
150691,655,27190,448,4114,1696,56204,81321,39.2,1
47443,550,27033,239,1217,7096,76830,52965,56.0,0
21345,611,24079,716,556,2085,296871,31146,48.0,0
35464,537,13394,635,1966,705,40473,20307,52.0,0
134974,581,21930,264,11269,2351,54979,36347,68.0,0
41404,562,27217,282,927,240,26368,129201,57.0,0
54976,600,38464,278,5777,1022,545648,20551,38.0,0
33208,472,19136,516,56634,199,85497,3473,61.0,0
34217,543,12185,161,6246,3642,105474,14762,62.0,0
44943,583,21522,304,10566,1800,73200,21102,55.0,0
97345,587,31200,450,2599,746,106820,625,37.6,1
25138,567,52559,491,6596,964,140661,16572,58.0,0
52853,627,26141,374,5714,1230,141332,49791,36.0,1
74714,658,6464,386,818,112,17439,4901,46.400000000000006,1
36509,648,14840,1217,4622,6088,196606,82890,47.0,0
77575,559,17789,620,1955,178,138109,24230,52.0,0
58329,565,16947,270,4938,1404,129843,17514,48.0,0
15000,595,17450,477,1301,285,239521,28318,52.0,0
58565,635,25134,152,1466,2121,18179,17597,57.0,0
132335,634,30847,1036,6683,1337,58718,37695,40.8,1
134942,616,12734,371,3677,1597,91565,27478,37.6,1
73995,500,35571,289,1402,2870,49135,16925,54.0,0
120262,624,21186,239,2385,1249,20452,16267,38.400000000000006,1
41686,556,38847,402,4131,8835,56237,286338,54.0,0
78234,631,12124,342,13496,1186,49199,13699,44.8,1
53908,573,28039,638,1178,792,50904,7101,55.0,0
84384,605,11671,373,4991,12716,134770,40265,41.6,1
140836,611,27248,560,723,469,136666,27988,33.6,1
71527,599,67342,965,21476,6194,27670,59263,62.0,0
50211,636,54942,164,1124,2383,70014,87450,54.0,0
143197,601,28540,572,278,1402,38687,36355,40.0,1
61651,614,11654,234,1463,503,46517,102841,36.8,1
95552,564,9652,827,1385,554,18634,24468,56.0,0
38883,626,35520,400,2265,589,2854,24761,63.0,0
76514,636,21965,189,1434,14878,1181813,54235,31.200000000000003,1
61703,532,18157,553,2178,883,76335,18508,54.0,0
96928,576,13877,488,1291,1543,234499,9876,36.8,1
33472,545,17312,202,2702,2645,107321,25832,50.0,0
78486,518,23333,185,6811,3455,155443,15957,40.8,1
15000,571,27953,413,838,2340,42819,65259,62.0,0
27389,548,7556,273,6576,1004,161182,32744,53.0,0
21278,564,14347,309,2540,153,68055,11005,52.0,0
50899,517,24645,495,2263,3882,30427,6811,55.0,0
98759,541,12906,493,1072,1018,31217,51186,47.2,1
37841,431,16289,205,6207,158,35077,28458,57.0,0
127835,564,10177,142,30655,2651,84871,11585,52.0,1
27387,474,21797,356,14266,9024,23459,11971,52.0,0
22270,530,34145,668,1560,772,430784,71996,51.0,0
70758,626,21137,294,17927,5026,39416,8191,51.0,0
77577,561,33617,430,3264,223,9958,51825,58.0,0
52930,546,41864,298,1929,1841,168775,30880,52.0,0
130111,562,29671,696,1209,10879,30408,46112,48.0,0
74688,566,21316,730,1074,649,63566,18852,39.2,1
69133,600,15905,362,11693,733,44174,32703,37.6,1
49902,590,24672,151,1911,1196,170015,152858,56.0,0
21751,552,11285,337,6778,6051,108957,5530,61.0,0
30066,498,23970,398,9637,1528,26645,38350,55.0,0
122748,578,54923,248,8761,2118,54877,4353,52.0,0
54628,548,53422,381,2584,789,288821,41403,45.0,0
44653,559,16134,767,709,864,102985,16192,60.0,0
30018,583,17216,145,10156,469,44194,105840,50.0,0
71036,618,21896,279,1586,2560,294748,4906,32.0,1
28449,599,8692,335,3457,509,23756,29348,63.0,0
67337,637,43708,436,1363,519,160155,17711,47.0,0
35216,644,29670,419,8872,7200,243891,75387,55.0,0
57519,593,17623,797,1572,1331,16850,25350,58.0,0
77372,563,49906,455,9502,1431,52176,5852,53.0,0
30577,620,22333,521,2240,691,148906,3415,46.0,0
44957,624,12681,292,3319,605,38361,127845,39.2,1
17784,632,40222,576,13750,856,262598,64687,49.0,0
53414,564,12385,174,2681,1442,114542,10471,36.8,1
69353,590,16945,719,1161,2966,145951,6414,42.400000000000006,1
78306,577,38133,569,3608,258,33166,7640,54.0,0
106903,541,13420,535,700,1176,33605,9651,44.8,1
62786,553,32292,450,347,207,10891,39670,56.0,0
34185,554,38231,833,8331,4994,61972,22419,60.0,0
18836,510,15719,507,3899,1221,61705,264304,53.0,0
103887,584,12939,395,2836,1361,13066,92857,43.2,1
30117,606,15435,582,5992,302,46580,99728,49.0,0
18838,624,20001,289,545,576,81980,51105,61.0,0
134901,605,30437,931,2402,699,97098,6578,36.0,1
63734,677,9939,425,2701,156,36678,21055,36.8,1
61940,574,15879,179,2929,461,333451,11426,41.6,1
52910,600,45398,207,2063,2504,74568,40790,53.0,0
51405,516,11443,687,731,2486,8806,9410,56.0,0
43254,611,11872,434,7114,652,300874,18824,40.8,1
34262,604,16216,504,2781,470,15711,15435,49.0,0
148345,569,40198,328,5546,1553,48002,22658,46.400000000000006,1
15000,555,55940,572,3820,3885,21005,83831,61.0,0
32207,474,19065,305,2453,2945,235795,2268,47.0,0
31502,651,25684,308,14373,1428,52125,29797,49.0,0
68106,580,50451,505,5147,607,91803,39029,51.0,0
35520,551,46577,833,4409,744,70285,72337,50.0,0
34494,590,22094,435,8088,200,22576,16474,50.0,0
75837,537,15654,550,681,1133,12776,16559,56.0,0
121382,588,35243,876,637,1609,25674,77088,54.0,0
38163,597,8694,200,4534,779,58461,3946,41.6,1
18477,600,22459,347,4953,654,98950,27993,49.0,0
34016,439,21603,272,2664,806,33156,2760,56.0,0
67993,619,57983,257,1801,1401,26490,39196,58.0,0
42675,594,38023,965,14533,1048,23537,34735,52.0,0
63026,466,15287,304,5862,211,332393,48332,49.0,0
40328,633,54729,309,992,1134,48332,16731,53.0,0
217791,588,7863,353,1358,2035,132016,9435,41.6,1
79050,594,11806,386,4137,1708,27620,12669,42.400000000000006,1
39177,498,15635,374,1918,1689,66233,31663,54.0,0
36178,584,18078,681,6694,272,42962,46028,58.0,0
65342,525,15121,347,2203,563,28958,21262,41.6,1
70708,620,11780,495,2594,532,29296,28617,57.0,0
17243,573,21066,358,794,10603,146009,15518,56.0,0
43840,605,36054,458,1057,1817,14592,102995,52.0,0
71299,479,17114,137,2623,1344,73517,18403,58.0,0
48197,569,40611,362,11267,2316,134039,24234,56.0,0
85641,639,19449,615,4077,4063,24006,32527,38.400000000000006,1
111313,607,8640,459,791,525,157819,60999,41.6,1
15000,507,6242,101,1731,25804,33805,13776,54.0,0
58645,563,29325,926,12448,826,52795,10049,54.0,0
15000,642,18735,261,854,2771,62133,20662,50.0,0
49866,614,16342,323,663,1283,142087,8290,49.0,0
98119,514,40310,257,1170,2357,50134,50595,56.0,0
51290,568,15653,333,713,2851,31121,18559,63.0,0
20431,598,18846,524,1687,714,52786,26151,56.0,0
109344,617,17441,592,1358,838,89162,12025,40.0,1
70896,609,13769,628,535,3085,15414,5408,44.0,1
60840,536,38963,532,2566,303,82464,91292,58.0,0
250644,616,36590,439,519,476,7685,4118,44.0,1
15996,595,48740,662,3968,2071,55800,5900,73.0,0
31273,582,16067,471,1028,1172,174307,21956,57.0,0
61739,498,47376,423,1432,645,143101,18127,53.0,0
111381,585,26170,254,1103,1594,37178,31923,38.400000000000006,1
29098,639,10418,581,3636,1023,187195,15599,55.0,0
53561,620,24822,747,7183,3222,31891,26743,49.0,0
36875,559,46110,351,3334,2233,233996,7745,50.0,0
42780,536,33949,925,1260,356,94524,63091,57.0,0
78566,588,11117,277,13489,2534,132008,63158,41.6,1
53148,575,34621,744,2024,2085,90166,57898,59.0,0
65668,577,13305,897,4735,3868,166689,34883,51.0,0
23536,596,13284,265,1604,1046,73292,6833,56.0,0
45601,609,25858,297,3590,118,55015,31565,50.0,0
37134,569,31048,562,4643,3578,545445,20058,43.0,0
66458,575,23129,339,4952,273,98015,11959,49.0,0
164563,448,38744,348,8320,1361,25829,65801,37.6,1
78409,600,30786,518,771,875,146810,22894,34.4,1
20231,559,12497,662,542,1142,287258,56319,56.0,0
72126,536,38881,607,1280,1026,88850,26537,57.0,0
51643,603,31918,324,9721,3772,139501,32795,52.0,0
55079,607,13583,551,2948,2109,15609,19808,37.6,1
40046,642,57939,449,902,937,49441,21125,49.0,0
32850,608,21800,435,770,1114,132291,231837,52.0,0
23794,544,14268,290,1963,2192,56812,43770,54.0,0
23333,541,22040,196,3288,442,117798,76772,55.0,0
52239,580,16109,479,1472,592,30016,63461,50.0,0
30020,450,30756,294,8076,200,53940,2169,73.0,0
53155,528,7313,413,7228,608,389851,4312,39.2,1
21529,576,14940,544,1165,1870,112435,231166,73.0,0
71286,583,61005,420,14025,4940,168934,83085,55.0,0
29422,409,13454,509,6122,6077,90355,16288,51.0,0
20003,611,24003,769,2813,796,50226,25393,55.0,0
133224,585,19512,985,17818,710,177315,76526,41.6,1
54982,547,34709,433,8726,1212,59136,3297,53.0,0
31676,583,32920,1100,7174,527,616293,54466,52.0,0
39215,489,5757,161,2366,2316,13479,1794,55.0,0
49419,511,15714,576,4085,522,153557,28518,41.6,1
62898,617,7343,375,2917,432,20334,8071,39.2,1
15000,570,34315,410,11560,463,44051,8657,59.0,0
15000,584,21483,162,763,675,9494,17146,62.0,0
38878,538,26147,710,1434,1108,42767,20586,61.0,0
18046,613,10983,268,2975,3916,55531,6627,54.0,0
15000,554,35911,492,1572,2321,35194,43363,52.0,0
75299,490,19912,245,4271,14019,22075,21388,39.2,1
51159,573,25342,396,1696,303,152782,23278,52.0,0
67392,591,67808,412,2524,1381,29446,8479,54.0,0
23645,595,22985,416,1926,3113,31708,17852,57.0,0
130719,563,28904,437,2908,2578,24657,7545,38.400000000000006,1
63079,468,101914,406,11067,999,27197,23660,52.0,0
19528,606,16322,236,2732,1575,19317,49327,50.0,0
43997,590,8200,500,2239,1932,36186,18800,62.0,0
41006,608,37308,806,1697,145,132451,136219,49.0,0
46296,607,22152,582,1876,5341,63811,46421,52.0,0
107556,525,19694,1247,3848,3568,56404,12218,55.0,0
48193,657,15437,316,2328,1975,28031,36357,36.8,1
108606,512,23356,190,3629,2393,206656,10276,44.0,1
22921,504,36572,256,1401,3440,575925,9297,44.0,0
27082,556,21974,689,13529,510,14039,17190,55.0,0
38062,631,31996,1571,2048,2618,10974,25947,53.0,0
34933,537,37501,782,1056,4301,72774,21117,51.0,0
48081,632,29650,310,15632,3434,30755,13629,53.0,0
50635,635,19020,245,3093,4712,92628,49526,61.0,0
58583,629,45764,347,543,1194,63327,24302,57.0,0
68257,445,15761,534,442,1362,29079,11787,50.0,0
67645,570,11153,1000,8991,226,144109,23010,52.0,0
18425,618,15806,584,2079,4748,259082,8534,53.0,0
48171,602,18530,169,3514,118,80255,86643,48.0,0
44993,636,24261,365,14120,2330,35299,5088,62.0,0
85479,609,18133,199,6614,1341,24669,22038,56.0,0
100848,566,9530,457,560,1367,41156,32356,51.0,0
92393,625,30592,1024,2543,880,26493,30418,47.0,0
128145,551,17302,377,926,927,67571,43349,45.6,1
